loan_id,applicant,gender,married,dependents,self_employed,experience,income,loan_amount,term,credit_history,property_area,status
ID1283,James Jones,male,yes,0,no,16,"$5,743.56","$22,983.32",360,0,rural,N
ID1284,Mateo Wilson,male,no,0,no,15,"$4,781.56","$4,592.79",48,0,urban,N
ID1285,Gianna Martinez,female,yes,3,no,15,"$4,467.41","$13,703.11",12,1,urban,Y
ID1286,Abigail X. Davis,female,no,3,no,17,"$10,008.56","$24,954.54",120,1,urban,Y
ID1287,Evelyn C. Wilson,female,yes,0,no,19,"$2,604.13","$4,002.09",36,1,urban,Y
ID1288,Olivia A. Davis,female,yes,0,no,15,"$7,695.67","$48,692.62",240,0,rural,N
ID1289,Charlotte Moore,female,yes,3,no,24,"$2,357.58","$12,071.21",60,1,rural,Y
ID1290,Elijah Taylor,male,yes,1,no,23,"$8,366.10","$30,738.20",36,1,rural,Y
ID1291,Noah Ramirez,male,no,0,no,18,"$4,945.51","$20,955.50",360,0,urban,N
ID1292,Ava Lopez,female,yes,1,no,24,"$3,247.09","$12,939.78",36,0,urban,N
ID1293,Ethan Moore,male,no,2,no,13,"$5,390.17","$26,364.89",48,1,urban,Y
ID1294,Jacob Hernandez,male,yes,3,no,9,"$4,439.84","$4,280.28",48,1,urban,Y
ID1295,William L. Lewis,male,no,0,no,14,"$5,707.21","$25,211.83",60,1,urban,Y
ID1296,Amelia Brown,female,yes,3,yes,17,"$7,687.77","$30,179.37",120,1,rural,Y
ID1297,Jacob Davis,male,yes,3,no,6,"$11,359.23","$34,549.62",60,0,urban,N
ID1298,Evelyn C. Taylor,female,no,0,no,11,"$4,928.52","$20,576.34",120,1,urban,Y
ID1299,Emily Wilson,female,no,1,no,7,"$9,083.28","$42,405.12",60,1,rural,Y
ID1300,Gianna Lewis,female,no,0,no,22,"$6,661.41","$35,162.86",48,1,rural,Y
ID1301,Logan Anderson,male,yes,0,no,29,"$3,988.44","$25,049.35",180,1,urban,Y
ID1302,Sofia Moore,female,yes,0,no,29,"$4,242.32","$17,722.49",48,1,urban,Y
ID1303,Oliver White,male,yes,1,no,7,"$6,164.64","$19,183.88",180,0,rural,N
ID1304,Camila Lopez,female,yes,3,yes,31,"$7,284.61","$28,537.60",24,1,rural,Y
ID1305,Camila Taylor,female,yes,2,no,18,"$3,150.87","$5,655.15",180,0,rural,N
ID1306,Noah Moore,male,yes,1,no,18,"$5,353.77","$23,739.79",36,1,urban,Y
ID1307,Oliver Rodriguez,male,yes,3,yes,15,"$5,924.04","$38,686.07",48,1,urban,Y
ID1308,Ella B. Martin,female,no,0,no,6,"$7,022.29","$12,590.25",120,1,urban,Y
ID1309,Ethan Thompson,male,yes,1,no,17,"$8,440.97","$55,343.92",120,1,rural,Y
ID1310,Abigail Jackson,female,yes,0,yes,14,"$7,941.52","$23,758.13",240,1,urban,Y
ID1311,Michael Davis,male,yes,2,no,6,"$6,473.31","$39,885.96",24,1,urban,Y
ID1312,William Smith,male,yes,1,no,25,"$12,245.72","$68,034.79",240,1,rural,Y
ID1313,Evelyn M. Davis,female,no,0,no,20,"$4,169.29","$26,824.49",36,1,rural,Y
ID1314,Sebastian E. Jones,male,yes,2,no,29,"$9,578.37","$50,794.89",240,1,urban,Y
ID1315,Sophia R. Hernandez,female,no,0,no,24,"$9,075.35","$31,387.52",60,1,rural,Y
ID1316,Evelyn Jones,female,yes,0,no,18,"$4,196.28","$12,531.07",120,1,urban,Y
ID1317,Levi Ramirez,male,no,1,no,10,"$4,238.41","$22,183.24",360,1,urban,Y
ID1318,Ella Ramirez,female,no,3,no,19,"$13,458.30","$84,205.13",60,0,urban,N
ID1319,Emma O. Taylor,female,no,0,no,23,"$6,030.36","$7,465.74",120,1,urban,Y
ID1320,Alexander Harris,male,yes,1,no,8,"$8,751.50","$13,987.42",120,1,urban,Y
ID1321,Emily Jones,female,yes,0,no,29,"$3,444.17","$17,126.81",120,0,rural,N
ID1322,Charlotte Brown,female,no,0,no,19,"$3,067.45","$5,901.14",24,0,rural,N
ID1323,Ava Garcia,female,yes,2,no,15,"$6,143.36","$12,926.15",36,0,urban,N
ID1324,Logan Thomas,male,yes,0,no,16,"$5,100.83","$11,936.87",120,1,urban,Y
ID1325,Emily Clark,female,yes,0,no,21,"$7,978.06","$9,865.17",240,0,urban,N
ID1326,Alexander Martin,male,no,1,no,13,"$1,800.00","$9,427.70",180,1,rural,Y
ID1327,Jackson I. Jones,male,yes,1,no,18,"$8,057.67","$27,142.94",120,1,urban,Y
ID1328,Mateo Martin,male,yes,1,no,9,"$7,349.09","$7,120.66",360,1,urban,Y
ID1329,Amelia White,female,no,4,no,20,"$2,462.63","$9,401.67",48,1,urban,Y
ID1330,Ethan Hernandez,male,yes,4,no,31,"$5,333.76","$9,204.22",24,0,urban,N
ID1331,Sebastian Lewis,male,no,1,no,22,"$4,046.55","$19,529.37",36,1,rural,Y
ID1332,Gianna Williams,female,yes,0,no,18,"$4,455.53","$23,162.90",240,0,urban,N
ID1333,Noah Rodriguez,male,yes,0,no,12,"$5,260.53","$19,886.43",60,1,rural,Y
ID1334,Sofia Martinez,female,yes,3,no,8,"$7,579.30","$29,604.93",120,1,rural,Y
ID1335,Mila O. Ramirez,female,no,0,no,24,"$6,299.10","$16,227.99",36,1,rural,Y
ID1336,Amelia I. Rodriguez,female,yes,4,no,18,"$9,542.57","$25,919.23",36,1,urban,Y
ID1337,Emma V. Jones,female,yes,1,yes,32,"$7,167.84","$20,316.20",48,1,urban,Y
ID1338,Emily Williams,female,no,1,yes,18,"$8,990.78","$20,379.89",60,0,rural,N
ID1339,Mila Rodriguez,female,yes,2,no,15,"$2,755.46","$9,813.30",48,0,rural,N
ID1340,Mila D. Jackson,female,yes,2,yes,14,"$6,028.75","$11,194.64",48,1,urban,Y
ID1341,Benjamin Clark,male,yes,4,no,9,"$9,089.45","$51,621.32",120,1,urban,Y
ID1342,Camila O. Moore,female,yes,4,yes,26,"$5,429.18","$30,230.07",36,0,urban,N
ID1343,Olivia E. Harris,female,yes,0,no,28,"$2,593.45","$15,924.68",120,1,urban,Y
ID1344,Gianna Williams,female,yes,1,no,29,"$3,614.58","$12,271.06",12,1,rural,Y
ID1345,Abigail Gonzalez,female,yes,2,no,31,"$7,501.23","$35,549.63",360,1,urban,Y
ID1346,Liam Jones,male,yes,1,no,14,"$4,682.93","$15,739.20",120,1,urban,Y
ID1347,Sebastian Clark,male,yes,0,no,11,"$5,512.47","$16,701.20",60,0,urban,N
ID1348,Gianna Brown,female,no,0,no,23,"$3,866.03","$17,013.63",60,0,urban,N
ID1349,Charlotte Perez,female,no,0,yes,18,"$5,030.48","$32,082.81",60,0,urban,N
ID1350,Noah Thompson,male,no,2,no,9,"$10,376.00","$14,789.50",48,1,urban,Y
ID1351,Evelyn I. Rodriguez,female,yes,0,no,23,"$6,683.90","$35,915.64",36,0,urban,N
ID1352,Levi C. Ramirez,male,no,1,no,14,"$4,216.27","$8,025.58",120,0,rural,N
ID1353,Emma D. Lee,female,yes,1,no,31,"$2,872.24","$7,011.72",60,0,urban,N
ID1354,Alexander Robinson,male,yes,0,no,17,"$2,665.22","$12,360.34",120,1,rural,Y
ID1355,Elijah Rodriguez,male,yes,2,no,10,"$3,667.39","$14,847.56",36,1,rural,Y
ID1356,Olivia D. Wilson,female,no,0,no,19,"$2,367.64","$5,168.31",240,1,urban,Y
ID1357,Elijah Williams,male,yes,2,no,29,"$6,733.11","$42,015.06",60,0,urban,N
ID1358,Evelyn Harris,female,no,2,no,24,"$4,802.66","$30,495.04",24,1,urban,Y
ID1359,Jackson M. Robinson,male,yes,1,yes,24,"$6,620.61","$27,689.94",24,1,rural,Y
ID1360,Jackson Jones,male,yes,0,no,14,"$8,212.23","$41,591.71",60,1,urban,Y
ID1361,Lucas Smith,male,no,2,yes,14,"$6,577.47","$18,929.67",240,0,urban,N
ID1362,Harper R. Lee,female,yes,1,no,20,"$4,884.29","$24,945.19",120,0,urban,N
ID1363,Mateo Davis,male,yes,1,no,15,"$11,216.41","$53,663.33",60,0,urban,N
ID1364,Mateo Davis,male,yes,0,no,5,"$6,576.34","$8,166.25",36,0,urban,N
ID1365,Ella S. Martin,female,yes,2,yes,7,"$2,558.88","$8,258.34",180,1,urban,Y
ID1366,Emily Jones,female,no,0,yes,15,"$3,662.08","$8,547.87",36,1,urban,Y
ID1367,Jack Gonzalez,male,yes,1,yes,24,"$3,931.13","$19,124.54",180,1,urban,Y
ID1368,Sofia Anderson,female,no,1,yes,35,"$7,684.92","$17,590.81",12,1,urban,Y
ID1369,Amelia Martin,female,no,1,no,12,"$5,369.67","$6,460.64",120,1,rural,Y
ID1370,Daniel Rodriguez,male,no,2,yes,12,"$5,428.71","$27,299.42",240,0,rural,N
ID1371,Benjamin White,male,yes,2,no,28,"$4,862.02","$17,950.87",60,1,urban,Y
ID1372,Jack L. Anderson,male,yes,2,no,8,"$6,440.11","$37,116.35",36,1,rural,Y
ID1373,Ethan Davis,male,yes,2,no,34,"$9,433.50","$40,531.20",360,1,urban,Y
ID1374,Daniel White,male,yes,1,no,30,"$9,325.92","$61,092.09",24,0,rural,N
ID1375,Daniel Taylor,male,no,2,yes,26,"$5,015.64","$11,577.66",48,1,urban,Y
ID1376,Alexander Garcia,male,no,2,yes,30,"$7,847.32","$35,567.09",60,0,urban,N
ID1377,Ethan N. Taylor,male,no,2,no,21,"$6,326.38","$24,439.54",360,1,urban,Y
ID1378,Noah Brown,male,yes,0,no,18,"$7,027.78","$28,135.98",48,1,urban,Y
ID1379,Avery Ramirez,female,yes,2,no,21,"$4,577.11","$16,945.92",48,1,urban,Y
ID1380,Sebastian Perez,male,no,1,no,35,"$7,918.15","$11,500.49",240,1,urban,Y
ID1381,Oliver D. Brown,male,no,1,no,12,"$12,125.01","$35,349.12",36,1,urban,Y
ID1382,Harper Z. Miller,female,yes,4,no,20,"$3,955.08","$22,577.03",120,1,urban,Y
ID1383,James Lewis,male,yes,0,no,5,"$4,465.32","$27,560.41",36,0,rural,N
ID1384,William Clark,male,no,2,no,18,"$5,115.89","$25,314.66",36,0,urban,N
ID1385,Ava Lopez,female,no,1,yes,28,"$12,236.88","$56,417.58",60,0,urban,N
ID1386,Avery S. Perez,female,no,3,no,4,"$6,426.02","$28,549.67",12,1,urban,Y
ID1387,Ethan Johnson,male,yes,1,no,6,"$12,681.19","$81,967.85",360,1,rural,Y
ID1388,Jack Martin,male,yes,2,no,14,"$3,095.29","$10,750.11",48,1,rural,Y
ID1389,Logan White,male,no,0,no,29,"$2,803.10","$5,975.94",36,1,rural,Y
ID1390,Camila Williams,female,yes,1,yes,11,"$10,182.31","$57,571.57",36,1,urban,Y
ID1391,Alexander Clark,male,yes,2,no,12,"$7,413.51","$34,960.27",36,1,rural,Y
ID1392,Lucas I. Smith,male,yes,4,no,15,"$3,033.52","$16,912.20",360,1,urban,Y
ID1393,Olivia S. Ramirez,female,yes,0,no,11,"$2,712.41","$7,038.13",48,1,urban,Y
ID1394,Sofia Miller,female,yes,0,no,26,"$6,746.68","$32,669.27",120,0,urban,N
ID1395,Ava J. Smith,female,yes,1,no,9,"$4,218.45","$18,644.44",240,1,rural,Y
ID1396,Emily Thompson,female,no,0,no,31,"$5,375.12","$29,929.18",48,0,urban,N
ID1397,Camila Garcia,female,yes,2,no,10,"$3,944.08","$19,153.32",24,1,rural,Y
ID1398,Jackson Harris,male,yes,0,no,30,"$3,319.70","$4,993.76",12,1,urban,Y
ID1399,Avery V. Lewis,female,yes,0,no,13,"$3,254.35","$7,562.71",120,0,rural,N
ID1400,Mateo G. Harris,male,no,4,no,22,"$9,216.85","$18,471.58",120,1,rural,Y
ID1401,Jacob Gonzalez,male,yes,1,no,17,"$5,472.26","$27,541.06",48,1,urban,Y
ID1402,Michael Martinez,male,no,2,no,36,"$3,730.20","$20,462.92",240,1,urban,Y
ID1403,Liam Perez,male,yes,1,no,14,"$5,945.14","$38,495.32",240,1,urban,Y
ID1404,Camila Miller,female,no,0,no,22,"$5,999.84","$27,546.51",180,1,rural,Y
ID1405,Jack Gonzalez,male,yes,0,no,11,"$16,225.81","$18,024.67",60,1,urban,Y
ID1406,Camila Jones,female,no,2,no,16,"$4,004.22","$16,094.35",60,1,urban,Y
ID1407,Olivia N. Harris,female,no,0,no,4,"$2,644.10","$15,731.64",180,1,rural,Y
ID1408,Alexander Thompson,male,no,1,no,16,"$5,822.40","$14,238.83",24,1,urban,Y
ID1409,Jacob Harris,male,yes,0,yes,24,"$8,700.38","$25,288.57",36,1,rural,Y
ID1410,Lucas J. Davis,male,yes,3,yes,5,"$4,410.03","$26,653.98",60,1,urban,Y
ID1411,Avery Smith,female,yes,1,no,21,"$4,263.44","$12,257.39",180,1,rural,Y
ID1412,Daniel Miller,male,no,2,no,5,"$10,437.26","$53,750.72",48,1,urban,Y
ID1413,Amelia Jackson,female,yes,2,no,20,"$2,518.78","$10,088.49",60,0,urban,N
ID1414,Jack Taylor,male,no,0,yes,20,"$3,680.15","$16,285.92",60,0,rural,N
ID1415,Mateo White,male,yes,1,yes,14,"$2,411.37","$5,083.32",24,1,urban,Y
ID1416,Sophia Rodriguez,female,yes,0,yes,14,"$10,601.02","$22,253.94",240,0,urban,N
ID1417,Henry Perez,male,no,0,no,29,"$4,482.16","$28,446.94",24,1,rural,Y
ID1418,Charlotte Gonzalez,female,no,0,yes,20,"$4,368.32","$12,306.30",180,0,rural,N
ID1419,Lucas Robinson,male,yes,0,no,19,"$5,434.92","$14,918.87",360,1,urban,Y
ID1420,Evelyn Lewis,female,yes,1,no,30,"$4,034.30","$19,814.37",120,1,urban,Y
ID1421,Emily O. Ramirez,female,yes,3,no,7,"$7,618.65","$45,567.10",36,1,rural,Y
ID1422,Luna C. Sanchez,female,no,4,no,22,"$12,620.52","$37,160.74",60,0,urban,N
ID1423,Camila Anderson,female,no,2,no,1,"$3,940.62","$6,246.16",60,1,urban,Y
ID1424,Ava Ramirez,female,yes,3,no,9,"$6,119.88","$8,788.21",48,1,rural,Y
ID1425,Michael Clark,male,yes,4,no,30,"$6,630.38","$22,404.15",60,1,urban,Y
ID1426,Jacob Garcia,male,yes,2,no,21,"$7,467.97","$12,653.16",60,1,rural,Y
ID1427,Harper White,female,yes,1,yes,23,"$3,998.84","$4,071.64",60,1,urban,Y
ID1428,Michael M. Perez,male,no,2,no,13,"$3,335.89","$10,628.46",48,1,urban,Y
ID1429,Emily Johnson,female,yes,1,no,12,"$5,652.60","$6,834.41",36,1,rural,Y
ID1430,Evelyn White,female,yes,3,no,17,"$5,182.93","$19,336.44",180,0,rural,N
ID1431,Ella B. Johnson,female,yes,0,no,38,"$3,758.71","$14,059.28",60,1,rural,Y
ID1432,Amelia J. Lopez,female,yes,0,no,18,"$5,763.47","$8,030.54",60,0,urban,N
ID1433,Camila V. Smith,female,yes,1,no,4,"$4,951.64","$22,301.84",60,1,urban,Y
ID1434,Camila Johnson,female,no,0,no,18,"$6,479.14","$8,804.40",24,0,rural,N
ID1435,Michael Y. Rodriguez,male,no,0,no,12,"$9,663.50","$36,029.07",36,0,urban,N
ID1436,Harper Lewis,female,yes,2,no,29,"$5,275.76","$27,574.30",60,1,urban,Y
ID1437,Luna Lee,female,yes,0,no,9,"$5,446.64","$14,158.91",60,1,urban,Y
ID1438,Elizabeth E. Martinez,female,no,0,no,18,"$10,663.37","$35,076.41",60,1,urban,Y
ID1439,Evelyn C. Lopez,female,no,0,no,27,"$3,014.30","$8,231.03",120,0,urban,N
ID1440,Ella Martin,female,yes,3,no,36,"$3,113.76","$3,303.83",60,1,urban,Y
ID1441,Jackson Anderson,male,no,4,no,35,"$3,955.65","$12,609.75",120,1,urban,Y
ID1442,Liam A. Miller,male,no,0,yes,14,"$10,014.43","$53,088.76",36,1,urban,Y
ID1443,Elijah Garcia,male,no,1,no,11,"$2,172.89","$6,177.33",60,1,urban,Y
ID1444,Luna Wilson,female,no,1,no,16,"$6,590.64","$36,684.32",120,1,urban,Y
ID1445,Sofia Smith,female,yes,0,no,16,"$9,239.72","$9,954.42",120,1,urban,Y
ID1446,Jacob H. Anderson,male,yes,2,no,16,"$4,757.00","$22,072.94",360,1,rural,Y
ID1447,William W. Martin,male,no,2,yes,9,"$4,823.91","$28,966.32",180,1,urban,Y
ID1448,Daniel Brown,male,yes,0,no,5,"$8,189.22","$39,737.08",36,1,urban,Y
ID1449,Emma Robinson,female,no,4,no,19,"$6,065.61","$9,861.80",36,0,rural,N
ID1450,Alexander Thompson,male,yes,2,yes,12,"$5,074.82","$11,893.25",180,1,urban,Y
ID1451,Levi L. Garcia,male,no,1,no,17,"$7,113.33","$43,659.00",60,0,urban,N
ID1452,Sofia Sanchez,female,no,1,no,6,"$4,464.37","$15,215.32",180,1,rural,Y
ID1453,James Lewis,male,no,4,no,14,"$4,416.95","$26,665.92",180,0,rural,N
ID1454,Michael Anderson,male,no,1,no,25,"$9,171.05","$13,163.61",240,1,urban,Y
ID1455,James Taylor,male,yes,0,no,9,"$6,042.86","$30,561.82",180,0,urban,N
ID1456,Noah Clark,male,no,0,yes,15,"$8,881.93","$35,241.25",120,1,urban,Y
ID1457,Alexander Perez,male,no,2,no,13,"$7,874.92","$11,912.00",48,1,urban,Y
ID1458,Charlotte E. Williams,female,yes,1,no,17,"$4,925.53","$16,491.17",60,1,urban,Y
ID1459,Elizabeth White,female,no,0,yes,25,"$3,782.03","$19,554.02",60,1,rural,Y
ID1460,Elijah Martin,male,yes,1,no,12,"$4,794.54","$8,466.12",12,1,urban,Y
ID1461,Alexander F. Lewis,male,no,1,yes,17,"$9,151.34","$33,313.48",180,0,urban,N
ID1462,Ava Taylor,female,no,2,yes,22,"$2,298.10","$2,800.06",48,1,rural,Y
ID1463,Henry F. Lee,male,no,1,no,8,"$5,821.08","$24,526.91",120,1,rural,Y
ID1464,Isabella Harris,female,no,0,no,25,"$2,820.15","$9,773.09",240,1,urban,Y
ID1465,Abigail A. Jackson,female,yes,0,yes,11,"$5,753.91","$30,456.81",36,1,urban,Y
ID1466,Sophia Johnson,female,yes,0,yes,16,"$3,148.27","$6,619.03",36,1,urban,Y
ID1467,Elizabeth Taylor,female,yes,0,yes,18,"$6,580.42","$35,459.28",60,1,urban,Y
ID1468,Oliver Ramirez,male,yes,4,no,17,"$2,828.35","$2,731.19",60,0,rural,N
ID1469,Harper Lee,female,yes,3,no,14,"$4,026.42","$15,454.43",120,0,urban,N
ID1470,Avery Williams,female,yes,0,yes,17,"$9,232.69","$26,705.22",120,1,urban,Y
ID1471,Ella K. Rodriguez,female,yes,1,no,20,"$14,177.22","$85,195.35",60,1,urban,Y
ID1472,Emily Williams,female,no,0,yes,23,"$4,813.80","$23,545.51",180,1,rural,Y
ID1473,Benjamin X. Anderson,male,yes,0,no,19,"$3,210.11","$12,022.11",48,1,urban,Y
ID1474,Jack U. Miller,male,yes,3,no,20,"$6,452.41","$8,572.89",60,1,urban,Y
ID1475,Henry Robinson,male,yes,1,no,37,"$7,566.49","$31,166.77",48,1,urban,Y
ID1476,Emma Ramirez,female,yes,4,no,13,"$4,096.99","$14,304.97",60,1,urban,Y
ID1477,Oliver Lewis,male,yes,2,no,11,"$3,776.98","$5,686.37",120,1,urban,Y
ID1478,Avery Sanchez,female,yes,0,yes,7,"$9,624.46","$43,184.63",180,1,urban,Y
ID1479,Noah K. Robinson,male,no,2,no,5,"$6,393.07","$8,148.96",36,0,urban,N
ID1480,Abigail Brown,female,yes,3,no,16,"$4,752.21","$22,008.44",36,1,urban,Y
ID1481,Levi Hernandez,male,yes,0,no,30,"$3,055.09","$11,227.75",48,0,urban,N
ID1482,James E. Sanchez,male,yes,1,no,29,"$7,058.26","$20,426.31",48,1,rural,Y
ID1483,Mateo Perez,male,yes,1,no,10,"$7,684.47","$37,489.21",120,1,rural,Y
ID1484,Camila Ramirez,female,no,1,no,25,"$3,161.59","$16,133.81",48,1,urban,Y
ID1485,Michael Miller,male,no,0,yes,10,"$17,570.95","$113,521.39",48,1,urban,Y
ID1486,Lucas F. Lewis,male,yes,1,no,30,"$3,543.33","$22,109.25",36,0,urban,N
ID1487,Jacob Q. Perez,male,no,4,no,8,"$3,750.77","$16,283.82",60,1,rural,Y
ID1488,Noah Harris,male,yes,1,no,25,"$4,307.64","$20,255.19",60,1,urban,Y
ID1489,Levi Lopez,male,yes,0,no,16,"$4,080.45","$17,356.85",240,1,urban,Y
ID1490,Benjamin Anderson,male,yes,0,no,14,"$5,753.62","$19,947.86",24,0,urban,N
ID1491,Ella Taylor,female,yes,1,no,14,"$3,982.45","$11,888.75",120,1,rural,Y
ID1492,Sofia Moore,female,no,3,yes,11,"$4,552.59","$21,921.43",180,1,urban,Y
ID1493,Ava Ramirez,female,no,3,yes,26,"$4,625.32","$16,753.38",120,0,urban,N
ID1494,Ava Ramirez,female,yes,2,no,24,"$7,566.10","$20,623.24",180,0,urban,N
ID1495,Luna Miller,female,no,0,yes,25,"$6,651.02","$22,354.47",48,1,rural,Y
ID1496,Emily Martinez,female,yes,2,no,13,"$7,079.68","$41,413.10",120,0,urban,N
ID1497,Michael Williams,male,yes,0,no,7,"$2,777.42","$13,459.66",24,0,urban,N
ID1498,Oliver Robinson,male,yes,0,no,17,"$5,068.85","$20,202.40",36,1,urban,Y
ID1499,Benjamin Jones,male,yes,2,no,12,"$2,447.70","$5,134.30",60,1,urban,Y
ID1500,Michael Martin,male,yes,3,no,23,"$4,914.52","$12,962.58",120,1,urban,Y
ID1501,Sophia T. Wilson,female,no,1,no,14,"$8,647.62","$21,654.48",240,1,urban,Y
ID1502,Oliver Thompson,male,no,3,no,13,"$8,187.19","$26,796.21",180,1,rural,Y
ID1503,Noah U. Anderson,male,no,2,no,14,"$8,875.70","$32,787.23",180,0,rural,N
ID1504,Mia Thompson,female,yes,3,no,7,"$3,908.85","$5,462.94",60,1,urban,Y
ID1505,Ava Anderson,female,yes,0,no,26,"$10,747.15","$64,688.55",120,1,urban,Y
ID1506,Noah Y. Martin,male,yes,0,no,3,"$11,916.31","$75,875.00",24,1,rural,Y
ID1507,Sophia N. White,female,yes,2,no,31,"$4,773.85","$7,433.81",48,1,urban,Y
ID1508,Ethan Smith,male,yes,0,no,6,"$4,029.67","$26,211.78",120,1,urban,Y
ID1509,Avery D. Garcia,female,yes,4,no,21,"$3,854.25","$10,612.04",240,0,urban,N
ID1510,Ethan Smith,male,yes,1,no,36,"$3,211.36","$8,676.80",240,1,urban,Y
ID1511,Mila L. Williams,female,yes,0,no,22,"$10,834.67","$18,606.02",240,1,urban,Y
ID1512,Emma Taylor,female,yes,2,no,13,"$11,833.87","$69,607.52",48,1,urban,Y
ID1513,Liam Williams,male,yes,0,no,7,"$8,401.72","$19,263.37",360,1,urban,Y
ID1514,Harper Garcia,female,yes,0,no,20,"$2,458.33","$15,844.45",24,1,urban,Y
ID1515,Logan Wilson,male,no,2,no,14,"$12,287.87","$62,155.70",36,1,rural,Y
ID1516,Logan Martinez,male,yes,0,yes,10,"$5,510.83","$34,061.87",60,1,urban,Y
ID1517,Gianna Gonzalez,female,no,1,no,14,"$5,856.81","$14,054.35",60,0,urban,N
ID1518,Sofia Thompson,female,no,2,no,11,"$7,517.07","$34,576.13",120,1,rural,Y
ID1519,James S. Rodriguez,male,no,3,yes,32,"$10,768.07","$21,804.94",60,1,rural,Y
ID1520,Evelyn Thompson,female,no,2,no,28,"$6,670.10","$35,621.93",120,1,urban,Y
ID1521,Benjamin Robinson,male,no,0,no,24,"$4,933.18","$16,726.22",48,1,urban,Y
ID1522,James Miller,male,yes,0,no,23,"$7,389.83","$43,421.98",360,1,urban,Y
ID1523,Amelia Ramirez,female,yes,0,yes,13,"$10,076.53","$21,668.82",24,1,urban,Y
ID1524,Levi P. Harris,male,yes,0,no,39,"$6,751.58","$20,038.72",24,0,urban,N
ID1525,Logan Ramirez,male,no,3,yes,14,"$8,083.67","$37,799.72",120,0,urban,N
ID1526,Benjamin Smith,male,no,2,yes,27,"$4,930.36","$21,767.64",60,1,urban,Y
ID1527,Jackson Perez,male,no,2,no,17,"$8,103.75","$13,623.52",60,1,urban,Y
ID1528,Sebastian Ramirez,male,no,4,no,9,"$4,425.99","$22,201.42",48,1,urban,Y
ID1529,Amelia R. Perez,female,no,1,no,18,"$1,800.00","$9,088.49",180,1,urban,Y
ID1530,Luna I. Sanchez,female,yes,0,yes,24,"$2,741.73","$11,553.14",360,0,rural,N
ID1531,Sebastian Miller,male,no,0,no,17,"$6,083.61","$24,309.95",60,0,urban,N
ID1532,Alexander V. Clark,male,yes,1,yes,24,"$7,465.86","$28,011.47",180,0,urban,N
ID1533,Ethan Jones,male,yes,2,no,28,"$3,391.41","$22,084.73",60,1,rural,Y
ID1534,Olivia Moore,female,yes,1,no,23,"$7,754.22","$21,588.36",36,1,urban,Y
ID1535,Emma Ramirez,female,yes,2,no,29,"$1,800.00","$8,339.37",36,1,urban,Y
ID1536,Amelia Perez,female,no,1,no,5,"$4,449.74","$7,216.74",360,1,urban,Y
ID1537,Daniel Jones,male,yes,0,no,33,"$6,643.19","$36,176.38",120,1,urban,Y
ID1538,Abigail Rodriguez,female,yes,0,yes,31,"$5,223.00","$22,478.95",36,1,urban,Y
ID1539,Luna Martinez,female,yes,0,no,26,"$6,388.14","$24,828.16",60,1,rural,Y
ID1540,Amelia Harris,female,no,3,no,18,"$7,165.60","$15,213.54",36,1,urban,Y
ID1541,Emma Williams,female,yes,1,no,0,"$5,893.53","$20,446.71",120,0,urban,N
ID1542,Sofia Robinson,female,yes,1,no,11,"$3,899.65","$24,801.24",180,0,urban,N
ID1543,Jacob T. Rodriguez,male,yes,1,no,15,"$2,966.50","$13,440.62",48,1,urban,Y
ID1544,Avery Perez,female,yes,0,no,14,"$8,853.22","$35,036.54",48,0,urban,N
ID1545,Ethan K. Lee,male,no,0,no,35,"$7,055.24","$41,610.98",60,1,urban,Y
ID1546,Amelia Taylor,female,yes,0,no,12,"$6,973.16","$33,351.63",180,1,urban,Y
ID1547,Abigail Thomas,female,yes,2,no,18,"$6,523.12","$31,214.02",180,1,urban,Y
ID1548,Logan Lopez,male,yes,0,no,26,"$1,908.33","$6,207.31",360,0,rural,N
ID1549,Oliver Williams,male,no,0,yes,20,"$10,218.01","$51,924.83",60,1,rural,Y
ID1550,Sebastian A. Thompson,male,yes,3,no,23,"$2,581.23","$14,464.64",360,1,rural,Y
ID1551,Mila Johnson,female,no,2,no,6,"$9,426.58","$31,523.92",360,1,urban,Y
ID1552,Elijah Hernandez,male,yes,1,no,12,"$2,361.29","$5,162.95",60,1,urban,Y
ID1553,Sofia Clark,female,no,3,no,15,"$4,619.99","$23,259.46",48,1,urban,Y
ID1554,Daniel Q. Thomas,male,yes,0,yes,22,"$4,901.12","$9,741.01",60,1,urban,Y
ID1555,Logan Perez,male,yes,0,no,10,"$4,002.17","$7,460.70",240,0,urban,N
ID1556,Henry Brown,male,yes,2,no,28,"$5,604.21","$17,670.68",240,0,urban,N
ID1557,Liam Q. Jones,male,yes,2,yes,19,"$5,384.07","$18,194.34",24,1,rural,Y
ID1558,Sophia D. Davis,female,no,4,no,22,"$12,248.48","$24,275.28",60,1,rural,Y
ID1559,Ava M. Davis,female,yes,4,no,7,"$3,064.47","$13,887.76",48,1,urban,Y
ID1560,Jackson Johnson,male,no,0,no,14,"$4,752.75","$5,960.03",24,1,urban,Y
ID1561,Jackson Rodriguez,male,yes,0,no,7,"$8,352.64","$25,042.98",180,1,urban,Y
ID1562,Gianna Davis,female,yes,1,no,8,"$11,771.07","$23,942.89",120,1,urban,Y
ID1563,Charlotte Moore,female,yes,1,no,8,"$4,418.58","$23,165.55",240,1,urban,Y
ID1564,Gianna Lewis,female,no,0,no,33,"$7,201.62","$46,210.13",48,1,urban,Y
